Commande	Oeil	Type	Matiere	Diametre	Base	Sphere	Mesure.Sphere	Cylindre	Mesure.cylindre	Axe	Mesure axe	Addition	Mesure addition	Epais. centre	MesureEpais. centre
7636727	G	OXL	BL	80	4	0	-0.1		0.04		123	2.25	2.27	23	23.6
7636737	D	OXL	BL	80	4	0.25	0.24		0.05		156	2.25	2.22	24	25.3
7636737	G	OXL	BL	80	4	0	-0.06		0.09		14	2.25	2.26	22	23.2
7636900	D	OXL	BL	80	4	-1.75	-1.72	1	0.99	165	163	2.25	2.27	23	25
7636900	G	OXL	BL	80	4	-1.25	-1.22	0.25	0.16	95	95	2.25	2.27	22	23.5
7638037	D	OXL	BL	80	4	1	0.98		0		130	2.5	2.48	29	30.2
7638037	G	OXL	BL	80	4	0.75	0.74		0.03		38	2.5	2.61	27	29
7638811	D	OXL	BL	80	4	0	0	0.5	0.45	0	178	2.75	2.84	28	28.9
7638811	G	OXL	BL	80	4	0	0.01	0.5	0.52	150	149	2.75	2.84	29	30.4
7638884	D	OXL	BL	80	4	0.75	0.67		0.1		157	2.5	2.58	29	29.5
7638884	G	OXL	BL	80	4	0.75	0.72		0.02		45	2.5	2.59	29	29.8
7640025	D	OXL	BL	80	4	-0.25	-0.27	0.5	0.55	0	175	2.5	2.54	25	25.9
7640025	G	OXL	BL	80	4	0	-0.05	0.5	0.54	15	14	2.5	2.56	25	26.4
7640504	D	OXL	BL	80	4	-0.75	-0.8		0.04		153	1	0.97	22	22.3
7640504	G	OXL	BL	80	4	-0.5	-0.57		0.06		167	1	0.92	22	22.3
7619007	D	OXL	BL	80	4	-1	-1.02		0.07		172	2	2.07	22	22.5
7619007	G	OXL	BL	80	4	-0.75	-0.7	0.5	0.47	40	40	2	2.03	23	24.5
7626312	D	OXL	BL	80	4	0	0.03	0.5	0.46	110	110	1	0.93	22	22.6
7626312	G	OXL	BL	80	4	-0.5	-0.51	1	0.98	90	90	1	0.92	22	22.6
7629526	D	OXL	BL	80	4	0.25	0.25	0.25	0.21	5	180	2.75	2.87	26	26.6
7629526	G	OXL	BL	80	4	-2.75	-2.73	0.75	0.77	170	168	2.75	2.9	22	22.4
7636448	D	OXL	BL	80	4	0.25	0.19	0.25	0.26	55	52	2.25	2.29	25	25.7
7636448	G	OXL	BL	80	4	0	-0.01	0.25	0.23	125	131	2.25	2.3	24	24.7
7640204	D	OXL	BL	80	4	0.25	0.23		0.03		0	2.75	2.8	25	25.7
7640204	G	OXL	BL	80	4	0.5	0.51		0.02		63	2.75	2.86	28	29.2
7630236	D	OXL	BL	80	4	0.25	0.21		0.06		83	1.25	1.25	23	24.7
7630236	G	OXL	BL	80	4	0.25	0.22		0.13		9	1.25	1.21	23	23.8
7637971	D	OXL	BL	80	4	-2.75	-2.73	0.75	0.63	85	85	2.75	2.83	22	21.8
7637971	G	OXL	BL	80	4	-2.75	-2.75	1.5	1.47	80	80	2.75	2.83	22	22.9
7638525	D	OXL	BL	80	4	-2.5	-2.44	1	1	25	22	3	3.11	22	23.1
7638525	G	OXL	BL	80	4	-2.25	-2.26	1.75	1.73	165	165	3	3.11	23	24.1
7633971	D	OXL	BL	80	4	0	0.06	0.75	0.72	90	91	1.5	1.44	28	28.9
7633971	G	OXL	BL	80	4	0	0	0.25	0.31	90	89	1.5	1.5	25	25
7635546	D	OXL	BL	80	4	-1	-0.98	0.5	0.47	145	147	3	3.01	23	24.1
7635546	G	OXL	BL	80	4	-1	-0.99	1	0.96	45	44	3	3	23	23.5
7635832	D	OXL	BL	80	4	-0.75	-0.72	0.5	0.53	70	64	1.5	1.47	22	23.2
7635832	G	OXL	BL	80	4	-1	-0.98	0.5	0.46	85	83	1.5	1.48	22	22.6
7635917	D	OXL	BL	80	4	-1.25	-1.2	1.25	1.22	85	86	1.5	1.49	22	22.9
7635917	G	OXL	BL	80	4	-1	-1.01	0.75	0.68	95	95	1.5	1.48	22	22.5
7636529	D	OXL	BL	80	4	-1.5	-1.44	1.5	1.46	95	94	1.75	1.78	22	22.9
7636529	G	OXL	BL	80	4	-2	-2.02	2	2.04	75	75	1.75	1.71	22	22.9
7636575	D	OXL	BL	80	4	0	-0.04		0.03		77	2.5	2.45	22	22.4
7636575	G	OXL	BL	80	4	0	-0.08		0.05		97	2.5	2.56	22	23.2
7637162	D	OXL	BL	80	4	-1.5	-1.54	1	1.05	175	175	2	2.02	23	23.2
7637162	G	OXL	BL	80	4	0.5	0.57	0.5	0.44	170	170	2	2.05	28	29.5
7637759	D	OXL	BL	80	4	0	-0.03	1	1.08	0	179	2.5	2.59	32	30.1
7637759	G	OXL	BL	80	4	-0.25	-0.31	0.25	0.27	180	0	2.5	2.54	23	21.7
7638590	D	OXL	BL	80	4	-0.5	-0.48	0	0.02	180	95	3	2.93	23	23.9
7638590	G	OXL	BL	80	4	-0.5	-0.45	0.5	0.43	90	90	3	3.07	23	23.4
7640283	D	OXL	BL	80	4	0.25	0.19	0.25	0.29	75	72	1.75	1.73	24	24.5
7640283	G	OXL	BL	80	4	-0.75	-0.83	0.5	0.6	85	82	1.75	1.65	22	22.6
7640368	D	OXL	BL	80	4	-0.5	-0.39		0.01		139	2.75	2.76	23	23.9
7640368	G	OXL	BL	80	4	-0.75	-0.79		0.03		33	2.75	2.77	23	23.9
7640404	D	OXL	BL	80	4	-1	-0.99	0.75	0.8	10	7	2.5	2.49	23	23.8
7640404	G	OXL	BL	80	4	0	-0.04	0.5	0.62	10	9	2.5	2.49	25	25.8
7640578	D	OXL	BL	80	4	0	0.06	0.5	0.4	90	89	3.5	3.6	28	26.8
7640578	G	OXL	BL	80	4	0.5	0.46		0.06		1	3.5	3.51	30	29.2
7640776	D	OXL	BL	80	4	-3.75	-3.78	1	1.07	145	148	1.25	1.27	22	22.3
7640776	G	OXL	BL	80	4	-4	-3.97	1.5	1.48	65	67	1.25	1.22	22	22.2
7640881	D	OXL	BL	80	4	-0.75	-0.76	0.5	0.51	80	80	2.5	2.56	23	23.7
7640881	G	OXL	BL	80	4	-0.5	-0.52	0.25	0.26	100	107	2.5	2.45	23	23.7
7640920	D	OXL	BL	80	4	0.25	0.27	0.25	0.23	70	64	1.25	1.23	23	23.4
7640920	G	OXL	BL	80	4	1	1.01	0.25	0.24	70	63	1.25	1.24	29	29.4
7641090	D	OXL	BL	80	4	-1.75	-1.71	0.25	0.26	180	173	0.75	0.7	22	22.6
7641090	G	OXL	BL	80	4	-1.25	-1.33		0.05		153	0.75	0.68	22	22.6
7628452	D	OXL	T5.BRUN	78	4	-1.5	-1.44	0.25	0.22	5	178	2.5	2.45	24	26.1
7628452	G	OXL	T5.BRUN	78	4	-2.25	-2.28	1	1	180	179	2.5	2.52	24	24.6
7639747	D	OXL	BL	80	4	-0.25	-0.2	0.75	0.78	170	170	3	3.13	27	28.2
7639747	G	OXL	BL	80	4	-1.75	-1.73	0.75	0.73	110	110	3	3.05	22	22.3
7640049	D	OXL	BL	80	4	0.25	0.23		0.08		1	1.5	1.48	23	23.3
7640049	G	OXL	BL	80	4	0.5	0.52		0.02		105	1.5	1.51	23	23.6
7633246	D	OXL	BL	80	4	-2	-2.06		0.08		163	2.75	2.72	22	22.6
7633246	G	OXL	BL	80	4	-2.5	-2.53		0.06		172	2.75	2.59	22	21.9
7634472	D	OXL	BL	80	4	-0.5	-0.49	0.5	0.51	15	13	2	1.99	23	24.3
7634472	G	OXL	BL	80	4	0	-0.04	0.5	0.49	170	174	2	1.94	24	24.7
7635478	D	OXL	T5.BRUN	78	4	0	0	0.5	0.49	0	175	2.5	2.42	26	27.3
7635478	G	OXL	T5.BRUN	78	4	0	-0.02	0.5	0.53	0	177	2.5	2.49	26	27.2
7636179	D	OXL	BL	80	4	-0.75	-0.76	0.75	0.78	90	89	0.75	0.68	22	23.1
7636179	G	OXL	BL	80	4	-0.75	-0.7	0.75	0.65	90	91	0.75	0.65	22	23.3
7637225	D	OXL	BL	80	4	-0.5	-0.51		0.01		19	1.25	1.23	22	22.9
7637225	G	OXL	BL	80	4	-0.75	-0.75		0.06		25	1.25	1.18	22	23.5
7637594	D	OXL	BL	80	4	0.5	0.53	0.25	0.29	10	5	2.5	2.51	27	28
7637594	G	OXL	BL	80	4	0.5	0.48	0.5	0.54	5	5	2.5	2.53	29	29.6
7639759	D	OXL	BL	80	4	0.75	0.76	0.25	0.28	60	57	2.5	2.5	28	28.9
7639759	G	OXL	BL	80	4	0.75	0.72		0.06		165	2.5	2.51	27	28
7639896	D	OXL	BL	80	4	0.5	0.5	0.25	0.31	170	172	2.5	2.61	27	27.9
7639896	G	OXL	BL	80	4	0.25	0.3	0.25	0.24	165	165	2.5	2.6	25	25.8
7641170	D	OXL	BL	80	4	0	-0.04		0.05		8	2.25	2.24	22	22.9
7641170	G	OXL	BL	80	4	-1	-1.05	0.5	0.48	100	99	2.25	2.31	22	22.3
7635212	D	OXL	BL	80	4	0	-0.01	1	1.03	150	152	3	2.99	31	32.2
7635212	G	OXL	BL	80	4	0	-0.04	0.75	0.73	175	176	3	3.15	30	30.7
7635485	D	OXL	BL	80	4	-0.75	-0.72	0.5	0.48	180	178	1.5	1.42	23	23.7
7635485	G	OXL	BL	80	4	-0.25	-0.28	0.25	0.3	180	4	1.5	1.51	23	24
7637088	D	OXL	BL	80	4	0.75	0.71		0.02		159	2.25	2.29	27	27.9
7637088	G	OXL	BL	80	4	0.75	0.79		0.02		157	2.25	2.33	27	28.4
7640293	D	OXL	BL	80	4	-0.5	-0.57		0.08		156	2.25	2.3	23	24
7640293	G	OXL	BL	80	4	-0.5	-0.58		0.01		159	2.25	2.18	23	23.4
7640511	D	OXL	BL	80	4	-1.75	-1.77		0.05		147	1.75	1.7	22	23.5
7640511	G	OXL	BL	80	4	-1.25	-1.3		0.01		174	1.75	1.73	22	22.7
7623742	D	OXL	BL	80	4	0.5	0.43		0.05		159	1.5	1.41	22	23.3
7623742	G	OXL	BL	80	4	0.5	0.41		0.14		175	1.5	1.49	22	22.3
7639024	D	OXL	T5.BRUN	78	4	0	-0.02	0	0.1	180	177	3.5	3.55	26	27.4
7639024	G	OXL	T5.BRUN	78	4	-1.5	-1.51	0.5	0.55	0	179	3.5	3.6	25	26
7634856	D	OXL	BL	80	6	1.75	1.76	0.75	0.78	180	1	2.5	2.51	52	52.7
7634856	G	OXL	BL	80	6	2	2	0.25	0.24	145	150	2.5	2.52	48	47.4
7638798	D	OXL	BL	80	6	1.5	1.46	0.5	0.44	0	179	2.25	2.25	46	46.4
7638798	G	OXL	BL	80	6	1.5	1.41		0		175	2.25	2.25	40	40.5
7635261	D	OXL	BL	80	6	1	0.94		0.03		65	2.25	2.34	33	33.2
7635261	G	OXL	BL	80	6	1	0.96		0.04		148	2.25	2.2	33	33.7
7637197	D	OXL	BL	80	6	0.75	0.74	0.25	0.19	100	97	2	1.98	28	29.6
7637197	G	OXL	BL	80	6	1	0.99		0.05		41	2	1.97	29	29.5
7637241	D	OXL	BL	80	6	1	0.96	0.25	0.24	170	166	2.25	2.26	33	33.7
7637241	G	OXL	BL	80	6	1	0.99	0.5	0.52	43	40	2.25	2.29	34	35.4
7638239	D	OXL	BL	80	6	0.75	0.76	0.5	0.43	90	91	3	3.04	34	34.7
7638239	G	OXL	BL	80	6	0.75	0.74	0.5	0.51	90	90	3	3.17	34	34.2
7636607	D	OXL	BL	80	6	2	2.02	0.5	0.47	135	129	3	2.98	48	49.3
7636607	G	OXL	BL	80	6	2.25	2.27	0.5	0.45	40	43	3	3.04	51	52.4
7641193	D	OXL	BL	80	6	1.75	1.76	0.5	0.57	180	180	1.75	1.68	46	46.4
7641193	G	OXL	BL	80	6	1.75	1.76	0.5	0.51	30	28	1.75	1.73	45	44.7
7635817	D	OXL	BL	80	6	1.25	1.27	0.75	0.79	0	179	2.75	2.79	43	44.5
7635817	G	OXL	BL	80	6	1	1.03	0.75	0.81	0	0	2.75	2.69	40	41
7637556	D	OXL	BL	80	6	1.25	1.32	0.25	0.22	180	180	2	2.05	34	35.1
7637556	G	OXL	BL	80	6	1.5	1.47	0.25	0.29	180	1	2	1.94	37	37.4
7639013	D	OXL	BL	80	6	3	3.07	0.75	0.69	90	91	2.5	2.52	52	53.3
7639013	G	OXL	BL	80	6	3.5	3.48	0	0.06	180	17	2.5	2.47	57	58
7626920	D	OXL	BL	80	6	1.5	1.49		0.09		176	2.75	2.73	37	38
7626920	G	OXL	BL	80	6	1.5	1.53		0.02		154	2.75	2.85	41	42.5
7635117	D	OXL	BL	80	6	0.5	0.5	0.5	0.47	100	103	2.5	2.49	30	31.6
7635117	G	OXL	BL	80	6	0.5	0.56	0.5	0.45	90	90	2.5	2.54	32	33.6
7639541	D	OXL	BL	80	6	2.25	2.22		0.07		167	2.5	2.39	44	44.7
7639857	D	OXL	BL	80	6	0.75	0.77	1.5	1.49	170	168	3.5	3.48	47	48.6
7639857	G	OXL	BL	80	6	1	1.04	0.75	0.72	0	177	3.5	3.57	42	42.9
7633763	D	OXL	BL	80	6	2.5	2.55	0.25	0.14	90	94	2.25	2.22	46	46.5
7633763	G	OXL	BL	80	6	2	1.98	0.5	0.54	30	25	2.25	2.26	46	47.4
7635315	D	OXL	BL	80	6	1.75	1.76	1	1	0	178	2.5	2.46	62	62.5
7635315	G	OXL	BL	80	6	1.75	1.76	0.75	0.78	160	158	2.5	2.5	58	58.8
7636201	D	OXL	BL	80	6	2.75	2.81	1	0.95	170	170	3	3.09	63	64.4
7636201	G	OXL	BL	80	6	2.75	2.76	0.5	0.52	0	0	3	2.97	58	59.5
7636428	D	OXL	BL	80	6	0	0	1	0.97	170	170	2.75	2.89	27	27.9
7637093	D	OXL	BL	80	6	1.25	1.31	0.75	0.78	90	88	3	3.05	36	37
7637093	G	OXL	BL	80	6	1.25	1.25	0.75	0.76	60	60	3	3.07	40	40.4
7637558	D	OXL	BL	80	6	0	0.05	1	0.94	160	160	3	3.07	33	34.5
7637558	G	OXL	BL	80	6	0.75	0.79	0.75	0.8	15	15	3	3.05	39	39.2
7639826	D	OXL	BL	80	6	1.5	1.52	1.25	1.23	0	179	3	3.03	52	52.9
7639826	G	OXL	BL	80	6	1.75	1.68	1.5	1.59	0	180	3	3.04	58	58.8
7636209	D	OXL	BL	80	6	2	1.87		0.06		105	1.5	1.42	46	46.1
7636209	G	OXL	BL	80	6	1.75	1.7		0.08		162	1.5	1.4	42	42.6
7636789	D	OXL	BL	80	6	1.25	1.29	0.5	0.4	70	69	1	0.91	31	32.5
7636789	G	OXL	BL	80	6	1.75	1.7		0.04		175	1	0.93	33	33.7
7636939	D	OXL	T5.BRUN	78	6	1	0.96	0.5	0.48	145	142	2.5	2.44	39	40.2
7636939	G	OXL	T5.BRUN	78	6	0.75	0.78	0.5	0.52	125	121	2.5	2.42	36	37.7
7641375	D	OXL	BL	80	6	1.5	1.46	0.5	0.55	180	179	2.75	2.81	53	53.2
7641375	G	OXL	BL	80	6	2.25	2.25	0.5	0.52	10	7	2.75	2.81	63	64.2
7629291	D	OXL	T5.BRUN	78	6	1.25	1.29	0.25	0.24	115	122	2.5	2.47	39	40.1
7629291	G	OXL	T5.BRUN	78	6	1	0.95	0.75	0.8	10	10	2.5	2.55	35	35.5
7638717	D	OXL	BL	80	6	1.75	1.69	0.25	0.29	30	26	2.75	2.77	42	42.6
7640672	D	OXL	BL	80	6	1.5	1.62	1	0.95	165	164	3	3.07	49	51.2
7640672	G	OXL	BL	80	6	0.5	0.56	0.75	0.73	175	175	3	3.12	36	37.2
7633589	D	OXL	BL	80	6	2.25	2.22	0.5	0.49	110	109	1.75	1.73	48	48.4
7633589	G	OXL	BL	80	6	2.5	2.45	0.25	0.29	50	43	1.75	1.78	51	51.6
7634426	D	OXL	BL	80	6	3	2.94	0.5	0.57	15	8	1.5	1.37	52	53
7634983	D	OXL	BL	80	6	1.25	1.21	0.5	0.5	85	86	3.5	3.52	37	38.3
7634983	G	OXL	BL	80	6	2.25	2.27	1	0.96	35	35	3.5	3.57	56	57.8
7635635	D	OXL	BL	80	6	1	0.92		0.1		169	2.5	2.49	30	31.2
7635635	G	OXL	BL	80	6	0.5	0.5	0.75	0.67	90	92	2.5	2.55	28	29.4
7636801	D	OXL	BL	80	6	1.75	1.68		0.04		102	2	2	41	41.6
7636801	G	OXL	BL	80	6	1.25	1.23	0.5	0.53	70	68	2	1.94	37	37.6
7637097	D	OXL	BL	80	6	1.75	1.84	0.5	0.43	0	180	3	3.02	47	48.6
7637097	G	OXL	BL	80	6	1.25	1.37	0.75	0.74	5	5	3	3.08	44	45.2
7639067	D	OXL	BL	80	6	0.5	0.51	1	0.99	180	179	3	3.17	39	40.6
7639067	G	OXL	BL	80	6	0.5	0.54	1	1.02	180	0	3	3.02	39	41.6
7639071	D	OXL	BL	80	6	0.75	0.83	0.5	0.53	0	178	3	3.03	40	41.2
7639071	G	OXL	BL	80	6	0.75	0.82	0.75	0.79	0	180	3	3.07	39	40.2
7633821	D	OXL	BL	80	6	1.25	1.24		0.07		153	2	1.98	35	35.9
7633821	G	OXL	BL	80	6	1.25	1.17		0.05		164	2	2	38	38.4
7636212	D	OXL	BL	80	6	1.25	1.19		0.06		175	2.25	2.24	33	34.2
7636212	G	OXL	BL	80	6	1.25	1.13		0.09		40	2.25	2.28	33	33.4
7636578	D	OXL	BL	80	6	1.75	1.66		0.02		129	2.5	2.54	38	38.9
7636578	G	OXL	BL	80	6	1.75	1.67		0.07		94	2.5	2.59	38	39.6
7636977	D	OXL	BL	80	6	1.5	1.49		0.06		162	2.5	2.57	36	37
7636977	G	OXL	BL	80	6	1.5	1.47	0.25	0.3	110	105	2.5	2.6	36	37.6
7640413	D	OXL	BL	80	6	1.25	1.26	2	1.97	110	111	2.5	2.46	48	49.2
7640413	G	OXL	BL	80	6	1.5	1.5	1.5	1.49	80	81	2.5	2.49	44	45.1
7633915	D	OXL	BL	80	6	1	0.96		0.13		174	2.25	2.21	33	34.1
7633915	G	OXL	BL	80	6	1.25	1.22		0.06		167	2.25	2.27	33	33.2
7640970	D	OXL	BL	80	6	1	0.99	0.5	0.47	150	148	2	2.01	33	33.7
7640970	G	OXL	BL	80	6	1	1	0.5	0.51	15	15	2	2	34	34.1
7634488	D	OXL	BL	80	6	1	0.97		0.07		168	2	1.97	32	32.6
7634488	G	OXL	BL	80	6	1	0.99		0.02		171	2	2	32	33.1
7634530	D	OXL	BL	80	6	1.5	1.51	0.5	0.48	120	120	3	3.04	46	44.5
7634530	G	OXL	BL	80	6	1.25	1.27	0.25	0.25	60	59	3	3.08	41	39.5
7636424	D	OXL	BL	80	6	2.25	2.34	1	1.03	10	10	3	3.09	57	58.8
7636424	G	OXL	BL	80	6	2.5	2.5	1.25	1.29	170	170	3	3.06	63	63.9
7636707	D	OXL	BL	80	6	1.5	1.5	0.75	0.84	170	171	2.75	2.84	45	46.3
7636707	G	OXL	BL	80	6	2.25	2.24	0.5	0.54	0	180	2.75	2.75	51	52.4
7638987	D	OXL	BL	80	6	1	0.88		0.14		92	3.25	3.25	33	34.5
7638987	G	OXL	BL	80	6	0.5	0.52	0.5	0.5	100	99	3.25	3.29	29	30.4
7639866	D	OXL	BL	80	6	3	3.02	0	0.06	180	174	3	3.08	55	56.1
7639866	G	OXL	BL	80	6	2.5		0		180		3		50	0
7640249	D	OXL	BL	80	6	1.25	1.29	0.5	0.49	85	85	2.5	2.51	37	38.2
7640249	G	OXL	BL	80	6	1.25	1.33	0.5	0.43	100	101	2.5	2.53	33	34.1
7635012	D	OXL	BL	80	6	2.25	2.14		0.09		172	1.75	1.76	41	42.3
7635012	G	OXL	BL	80	6	1.75	1.68		0.12		175	1.75	1.81	39	39.1
7636321	D	OXL	BL	80	6	1	0.99		0.04		57	2.5	2.52	30	30.8
7636321	G	OXL	BL	80	6	0.5	0.48	0.5	0.53	45	39	2.5	2.58	29	30.1
7636497	D	OXL	BL	80	6	2	1.99	1.75	1.72	95	95	2.25	2.2	64	64.5
7636497	G	OXL	BL	80	6	1.75	1.73	1.25	1.23	90	90	2.25	2.23	54	54.4
7639269	D	OXL	BL	80	6	1	0.93	0.5	0.52	20	16	2.75	2.8	37	37.7
7639269	G	OXL	BL	80	6	0.5	0.5	0.5	0.45	170	167	2.75	2.82	32	32.3
7639651	D	OXL	BL	80	6	2.75	2.75	0.25	0.32	170	169	2.75	2.84	53	54.2
7639651	G	OXL	BL	80	6	2	2.03	1	1	10	9	2.75	2.87	53	53.3
7634647	D	OXL	BL	80	6	0.75	0.7	0.5	0.5	0	177	2.5	2.54	31	31.8
7635813	D	OXL	BL	80	6	0.5	0.52	0.75	0.8	170	167	2.5	2.48	36	37.2
7635813	G	OXL	BL	80	6	0.5	0.49	0.5	0.51	0	178	2.5	2.56	30	30.9
7635959	D	OXL	BL	80	6	2.25	2.2		0.14		171	3	2.94	53	53.9
7635959	G	OXL	BL	80	6	2.5	2.52	0.5	0.6	15	11	3	2.96	62	63.5
7636130	D	OXL	BL	80	6	1.25	1.27	0.25	0.27	0	176	2.75	2.74	46	47
7636130	G	OXL	BL	80	6	1.25	1.26	0.25	0.25	110	109	2.75	2.73	44	45.1
7636751	D	OXL	BL	80	6	1.5	1.45		0.05		154	2	1.98	34	35.4
7636751	G	OXL	BL	80	6	1.75	1.68		0.04		170	2	2.06	37	37.8
7638062	D	OXL	BL	80	6	0.75	0.83	1.5	1.59	180	180	2.75	2.84	56	57.2
7638062	G	OXL	BL	80	6	0.75	0.82	1.5	1.48	170	170	2.75	2.85	56	57.8
7633657	D	OXL	BL	80	6	-1	-0.99	2	1.98	35	33	3	3.14	31	32.4
7633657	G	OXL	BL	80	6	0.5	0.52	0.5	0.48	170	165	3	3.06	33	35.1
7640666	D	OXL	BL	80	6	1.75	1.68		0.02		121	2	1.98	37	37.7
7640666	G	OXL	BL	80	6	1.5	1.41	0.25	0.22	170	165	2	3.13	37	38
7635320	D	OXL	BL	80	6	0.75	0.7	0.75	0.82	170	170	2.75	2.8	37	37.7
7635320	G	OXL	BL	80	6	1.25	1.25	0.5	0.5	30	23	2.75	2.81	39	40.4
7639044	D	OXL	BL	80	6	0.75	0.78	2	2	0	0	2	2	48	48.8
7639044	G	OXL	BL	80	6	0.75	0.79	2	1.98	0	1	2	2.02	48	48.5
7637579	D	OXL	BL	80	6	2.25	2.2	0.5	0.49	100	100	2.25	2.25	50	50
7637579	G	OXL	BL	80	6	2.25	2.23	0.5	0.53	80	78	2.25	2.19	50	50.6
7637938	D	OXL	BL	80	6	2.75	2.77	0.5	0.43	105	109	3	2.95	66	66.7
7637938	G	OXL	BL	80	6	3.25	3.31	0.75	0.72	90	88	3	3.09	75	76.3
7638081	D	OXL	BL	80	6	1.5	1.46	1	1	160	160	3.25	3.2	62	62.9
7638081	G	OXL	BL	80	6	1.75	1.76	0.5	0.47	0	179	3.25	3.22	59	60.4
7639618	D	OXL	BL	80	6	1.5	1.52	0.25	0.29	135	132	2.5	2.54	42	42.8
7639618	G	OXL	BL	80	6	1	1.01	1.5	1.54	175	173	2.5	2.49	52	53.1
7639833	D	OXL	BL	80	6	1.5	1.45	0	0.11	180	171	2.75	2.71	37	37.8
7639833	G	OXL	BL	80	6	1.5	1.43	0	0.11	180	0	2.75	2.88	37	37.5
7640769	D	OXL	BL	80	6	2.25	2.23	0.5	0.44	90	93	2.25	2.29	49	49.1
7640769	G	OXL	BL	80	6	1.5	1.54	1	0.91	90	90	2.25	2.25	43	43.3
7633819	D	OXL	BL	80	6	1.75	1.74	0.25	0.31	180	176	2.75	2.7	53	53.7
7633819	G	OXL	BL	80	6	1	1.09	0.75	0.81	5	5	2.75	2.76	49	49.3
7635924	D	OXL	BL	80	6	2.5	2.56	0.5	0.41	110	114	2	1.95	46	47.4
7635924	G	OXL	BL	80	6	1.5	1.51	0.5	0.48	60	60	2	1.98	37	38.1
7635930	D	OXL	BL	80	6	2.5	2.55	0.5	0.45	95	95	2.75	2.75	61	61.6
7635930	G	OXL	BL	80	6	2.75	2.73		0.09		10	2.75	2.8	63	62.7
7639020	D	OXL	BL	80	6	1	0.98	0	0.07	180	157	2.25	2.27	30	30.8
7639020	G	OXL	BL	80	6	1	0.96	0	0.09	180	176	2.25	2.24	30	29.4
7639462	D	OXL	BL	80	6	0.5	0.51	0.5	0.53	0	176	2.5	2.49	37	38.3
7639462	G	OXL	BL	80	6	0	-0.04	1	1.04	165	166	2.5	2.61	33	34.2
7640092	D	OXL	BL	80	6	2.75	2.74	0.25	0.33	160	163	2.5	2.46	58	59.4
7640135	D	OXL	BL	80	6	2.25	2.25		0.05		163	2.5	2.48	55	55.4
7640135	G	OXL	BL	80	6	1.25	1.22		0.06		162	2.5	2.58	40	39.6
7635434	D	OXL	T5.BRUN	78	6	1	0.94		0.13		0	2.75	2.79	29	30.1
7635434	G	OXL	T5.BRUN	78	6	1.5	1.56	0.5	0.47	20	17	2.75	2.84	40	41.2
7637136	D	OXL	BL	80	6	1.5	1.52	0.75	0.8	170	169	2.5	2.58	44	45
7637136	G	OXL	BL	80	6	1.5	1.45	0.75	0.84	10	7	2.5	2.57	44	45
7627849	D	OXL	BL	80	6	2.25	2.26	1.25	1.29	180	0	3	2.96	40	41.4
7627849	G	OXL	BL	80	6	2.25	2.38	1.25	1.26	170	172	3	3.07	40	41
7633818	D	OXL	BL	80	6	1	0.96		0.02		151	1.5	1.43	29	29.6
7633818	G	OXL	BL	80	6	2	2.01	0.25	0.27	155	160	1.5	1.48	44	45
7634545	D	OXL	BL	80	6	2.25	2.23	0.5	0.56	150	152	1.75	1.74	45	45.6
7634545	G	OXL	BL	80	6	2.75	2.69		0.11		176	1.75	1.74	46	47.2
7635624	D	OXL	BL	80	6	1.25	1.16	0.75	0.84	5	2	2.25	2.31	46	46.4
7635624	G	OXL	BL	80	6	1.25	1.28	0.5	0.49	130	128	2.25	2.24	45	45.8
7636650	D	OXL	BL	80	6	0.5	0.5	0.5	0.58	180	179	2.75	2.81	35	35.6
7636650	G	OXL	BL	80	6	1	0.97	0.25	0.28	30	32	2.75	2.86	38	38.6
7640098	D	OXL	BL	80	6	1	0.91		0.05		142	2.5	2.44	30	30.9
7640098	G	OXL	BL	80	6	1.25	1.21	0.25	0.3	20	15	2.5	2.48	35	36.4
7640564	D	OXL	BL	80	6	0	0.07	1.5	1.45	120	121	2.5	2.53	38	38.8
7640564	G	OXL	BL	80	6	0	0.02	1	0.93	80	80	2.5	2.52	29	29.8
7637059	D	OXL	BL	80	6	0.75	0.72	0.5	0.53	30	27	2.25	2.2	39	38.2
7637059	G	OXL	BL	80	6	1	1.03	0.25	0.28	180	6	2.25	2.29	37	36.3
7637198	D	OXL	BL	80	6	0.75	0.78	0.25	0.19	100	105	2	1.92	28	29.3
7637198	G	OXL	BL	80	6	1	0.92		0.12		172	2	1.99	32	32.7
7639446	D	OXL	BL	80	6	1.75	1.71		0.01		22	1.75	1.74	35	35.6
7639446	G	OXL	BL	80	6	1.75	1.74		0		61	1.75	1.69	35	35.1
7639870	D	OXL	BL	80	6	1.25	1.24	0.5	0.52	105	106	2.75	2.77	43	43.9
7639870	G	OXL	BL	80	6	0.75	0.76	0.5	0.51	85	85	2.75	2.84	36	37.1
7640314	D	OXL	BL	80	6	2.5	2.51		0.05		7	3	3.01	50	51.3
7640314	G	OXL	BL	80	6	2.75	2.78		0.09		25	3	3.11	52	53.1
7635365	D	OXL	BL	80	6	1	0.98		0.08		172	2.5	2.51	33	33.9
7635365	G	OXL	BL	80	6	0.75	0.73	0.25	0.29	25	22	2.5	2.55	30	31.8
7635950	D	OXL	BL	80	6	2	1.96	0.5	0.57	180	177	2.75	2.72	60	60.8
7635950	G	OXL	BL	80	6	2	2.02	0.5	0.58	180	179	2.75	2.75	54	55.5
7636291	D	OXL	BL	80	6	2	2.02	0.5	0.56	167	166	2.5	2.56	52	53.2
